action,actor,user,org,repo,created_at,data.hook_id,data.events,data.events_were,data.target_login,data.old_user,data.team
org.invite_member,uira,wforte88,EscolaDeSaudePublica,,1586395536264,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1588118704675,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1585940138237,,,,,,
repo.pages_create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-dados-autoinsert,1585950762242,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1585784407153,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586126359850,,,,,,
project.rename,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1586133903945,,,,,,
repo.rename,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/Susi,1586381179446,,,,,,
repo.add_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1587755508643,,,,,,
org.cancel_invitation,uira,wforte88,EscolaDeSaudePublica,,1587609023610,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587659203899,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/aplicativo-coronavirus-sus,1587148961201,,,,,,
issue_comment.update,drmarcos,,EscolaDeSaudePublica,EscolaDeSaudePublica/Susi,1588016970708,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SisWeb,1588254726720,,,,,,
project.update_user_permission,uira,uira,EscolaDeSaudePublica,,1585841773300,,,,,,
repo.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-ce-card-update,1585950563536,,,,,,
project.access,chicaothiago,,EscolaDeSaudePublica,,1585876875724,,,,,,
repo.remove_member,EscolaDeSaudePublica,camilaccolares,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-graphics,1585749150793,,,,,,
repo.create,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-mobile,1586286949912,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586122726505,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586890436793,,,,,,
org.invite_member,uira,fernandohms,EscolaDeSaudePublica,,1587609041929,,,,,,
repo.add_member,camilaccolares,valvenark,EscolaDeSaudePublica,EscolaDeSaudePublica/RPES,1587414905051,,,,,,
integration_installation.repositories_added,,,EscolaDeSaudePublica,,1587774187207,,,,,,
issue_comment.update,j-chist,,EscolaDeSaudePublica,EscolaDeSaudePublica/coronavirusAPI,1588000189152,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1585910765725,,,,,,
org.invite_member,chicaothiago,Clarisse1983,EscolaDeSaudePublica,,1585833947695,,,,,,
project.update_org_permission,chicaothiago,,EscolaDeSaudePublica,,1585876875566,,,,,,
team.add_repository,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/covid-19-graphics,1585749150504,,,,,,EscolaDeSaudePublica/nutic
issue_comment.update,denisousa,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586815701827,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1586382711133,,,,,,
org.cancel_invitation,uira,cleyton1708,EscolaDeSaudePublica,,1587609038032,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1585841773392,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1585841773542,,,,,,
repo.add_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1585877265697,,,,,,
team.add_member,chicaothiago,Clarisse1983,EscolaDeSaudePublica,,1585836804903,,,,,,EscolaDeSaudePublica/nutic
repo.update_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586027931638,,,,,,
repo.update_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586028052092,,,,,,
account.plan_change,uira,,EscolaDeSaudePublica,,1586395510022,,,,,,
org.cancel_invitation,uira,wforte88,EscolaDeSaudePublica,,1586395524658,,,,,,
org.invite_member,uira,wforte88,EscolaDeSaudePublica,,1587609023801,,,,,,
org.cancel_invitation,uira,fernandohms,EscolaDeSaudePublica,,1587609041710,,,,,,
repo.update_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1586028053972,,,,,,
project.access,chicaothiago,,EscolaDeSaudePublica,,1585876875824,,,,,,
project.create,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores,1585855149922,,,,,,
integration_installation.repositories_added,ItaloRod,,EscolaDeSaudePublica,,1585749150307,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1587729814140,,,,,,
org.update_member,uira,rodrigoplimafreire,EscolaDeSaudePublica,,1587744322403,,,,,,
org.update_default_repository_permission,chicaothiago,,EscolaDeSaudePublica,,1586198331318,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1586887649228,,,,,,
project.delete,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-api,1588608024115,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1588619424904,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1588619425130,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589379402864,,,,,,
org.add_member,chicaothiago,viniciusgcardozo,EscolaDeSaudePublica,,1590156399944,,,,,,
issue_comment.update,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590002728184,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590011593721,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590011482444,,,,,,
protected_branch.destroy,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1589944689561,,,,,,
project.update_org_permission,uira,,EscolaDeSaudePublica,,1589829135536,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589888695269,,,,,,
team.add_member,victorMagalhaesPacheco,henrifalves,EscolaDeSaudePublica,,1589898241054,,,,,,EscolaDeSaudePublica/thoughtworks
project.update_team_permission,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589555551305,,,,,,EscolaDeSaudePublica/telessaude
repo.rename,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/PlataformaTeleSSaude-api,1589554551362,,,,,,
org.add_member,victorMagalhaesPacheco,RafaelSG01,EscolaDeSaudePublica,,1589556726173,,,,,,
team.add_repository,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/PlataformaTeleSaude,1589552732062,,,,,,EscolaDeSaudePublica/telessaude
issue_comment.destroy,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589801057077,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589901406590,,,,,,
org.invite_member,chicaothiago,,EscolaDeSaudePublica,,1590514728850,,,,,,
team.add_repository,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1590498124656,,,,,,EscolaDeSaudePublica/uece
repo.remove_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590498075548,,,,,,
project.update_user_permission,aislansf,KelmaSouto,EscolaDeSaudePublica,,1590443858414,,,,,,
issue_comment.update,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590742324471,,,,,,
project.update_org_permission,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1588607913622,,,,,,
project.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1588607913653,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/PlataformaTeleSaude,1588619385868,,,,,,
team.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589378648328,,,,,,EscolaDeSaudePublica/tw
team.rename,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589378679739,,,,,,EscolaDeSaudePublica/thoughtworks
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589379445449,,,,,,
project.update_user_permission,uira,aislansf,EscolaDeSaudePublica,,1589829602717,,,,,,
org.add_member,uira,FelipeSVidal,EscolaDeSaudePublica,,1589830529475,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589557174284,,,,,,
org.add_member,victorMagalhaesPacheco,carolinapvega,EscolaDeSaudePublica,,1589915115116,,,,,,
org.invite_member,chicaothiago,,EscolaDeSaudePublica,,1589908721377,,,,,,
project.update_user_permission,uira,uira,EscolaDeSaudePublica,,1589829135638,,,,,,
org.invite_member,chicaothiago,Adrilene,EscolaDeSaudePublica,,1589978207454,,,,,,
protected_branch.update_pull_request_reviews_enforcement_level,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1589923166203,,,,,,
protected_branch.update_pull_request_reviews_enforcement_level,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1589922935559,,,,,,
project.access,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589922604737,,,,,,
project.update_user_permission,aislansf,uira,EscolaDeSaudePublica,,1590439478573,,,,,,
project.update_user_permission,aislansf,KelmaSouto,EscolaDeSaudePublica,,1590442681577,,,,,,
repo.remove_member,chicaothiago,denisousa,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590498065776,,,,,,
team.add_repository,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590498084136,,,,,,EscolaDeSaudePublica/uece
team.add_member,chicaothiago,chicaothiago,EscolaDeSaudePublica,,1588606368429,,,,,,EscolaDeSaudePublica/uece
org.add_member,chicaothiago,denisousa,EscolaDeSaudePublica,,1588606642021,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-api,1588697038872,,,,,,
repo.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/keycloak,1588722632524,,,,,,
team.add_member,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,,1589378648456,,,,,,EscolaDeSaudePublica/tw
team.add_repository,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589379537488,,,,,,EscolaDeSaudePublica/thoughtworks
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/Susi,1589829136443,,,,,,
org.invite_member,uira,IagoFernandes,EscolaDeSaudePublica,,1589830082625,,,,,,
org.add_member,chicaothiago,JossCorrea,EscolaDeSaudePublica,,1589910265893,,,,,,
team.add_member,chicaothiago,flaviadessoldi,EscolaDeSaudePublica,,1589909476697,,,,,,EscolaDeSaudePublica/thoughtworks
org.update_member,uira,ItaloRod,EscolaDeSaudePublica,,1589549837603,,,,,,
org.add_member,victorMagalhaesPacheco,brunoCostaSouza,EscolaDeSaudePublica,,1589550562430,,,,,,
protected_branch.dismissal_restricted_users_teams,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1589922922274,,,,,,
protected_branch.policy_override,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1589923064441,,,,,,
issue_comment.update,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1589986767917,,,,,,
repo.remove_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590498071122,,,,,,
team.add_member,chicaothiago,lauralucca,EscolaDeSaudePublica,,1590514791437,,,,,,EscolaDeSaudePublica/thoughtworks
issue_comment.update,jacsonp,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590516818127,,,,,,
team.add_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,,1588607277835,,,,,,EscolaDeSaudePublica/uece
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589379428595,,,,,,
team.add_repository,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-api,1589379585728,,,,,,EscolaDeSaudePublica/thoughtworks
team.add_member,victorMagalhaesPacheco,cairano,EscolaDeSaudePublica,,1589380461221,,,,,,EscolaDeSaudePublica/thoughtworks
org.add_member,victorMagalhaesPacheco,narukaioh,EscolaDeSaudePublica,,1589557778473,,,,,,
team.add_member,victorMagalhaesPacheco,joaopaulobarbosa,EscolaDeSaudePublica,,1589556764045,,,,,,EscolaDeSaudePublica/telessaude
issue_comment.update,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1589901559192,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589915058790,,,,,,
org.invite_member,chicaothiago,,EscolaDeSaudePublica,,1589908754090,,,,,,
protected_branch.update_pull_request_reviews_enforcement_level,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1589923096491,,,,,,
project.delete,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589922836403,,,,,,
project.update_user_permission,aislansf,FelipeSVidal,EscolaDeSaudePublica,,1590003000007,,,,,,
issue_comment.update,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589983910112,,,,,,
project.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-api,1588601126969,,,,,,
team.add_member,chicaothiago,denisousa,EscolaDeSaudePublica,,1588606642204,,,,,,EscolaDeSaudePublica/uece
org.add_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,,1588607277624,,,,,,
team.add_member,victorMagalhaesPacheco,amaurymeireles,EscolaDeSaudePublica,,1589393374756,,,,,,EscolaDeSaudePublica/thoughtworks
org.add_member,uira,IagoFernandes,EscolaDeSaudePublica,,1589830474809,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1589829135754,,,,,,
team.add_member,victorMagalhaesPacheco,victorMagalhaesPacheco,EscolaDeSaudePublica,,1589552495907,,,,,,EscolaDeSaudePublica/telessaude
project.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589922604559,,,,,,
project.access,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589922604946,,,,,,
team.add_repository,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1589921776652,,,,,,EscolaDeSaudePublica/thoughtworks
protected_branch.update_admin_enforced,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1589923096509,,,,,,
project.update_team_permission,chicaothiago,,EscolaDeSaudePublica,,1588606535766,,,,,,EscolaDeSaudePublica/uece
project.create,uira,,EscolaDeSaudePublica,,1588619424394,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/iSaude,1588697038748,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589379470790,,,,,,
protected_branch.create,chicaothiago,chicaothiago,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1589922284179,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589914726744,,,,,,
repo.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589547856819,,,,,,
team.add_member,victorMagalhaesPacheco,matheusbernardes19,EscolaDeSaudePublica,,1589558924537,,,,,,EscolaDeSaudePublica/thoughtworks
project.rename,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589556553604,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589567582250,,,,,,
issue_comment.update,matheusbernardes19,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590186124454,,,,,,
project.update_user_permission,aislansf,ksouto,EscolaDeSaudePublica,,1590439210461,,,,,,
project.update_user_permission,aislansf,KelmaEnf,EscolaDeSaudePublica,,1590443862040,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1588697038922,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1588697039048,,,,,,
repo.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/RegistroCOVID,1588855295604,,,,,,
repo.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/IdentidadeUnicaDeSaude,1589217504645,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589478209594,,,,,,
project.update_user_permission,aislansf,FelipeSVidal,EscolaDeSaudePublica,,1590439475594,,,,,,
project.rename,rmadev-master,,EscolaDeSaudePublica,,1590408324220,,,,,,
project.update_user_permission,aislansf,KelmaSouto,EscolaDeSaudePublica,,1590444036632,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1589829136008,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1589829135879,,,,,,
team.add_member,victorMagalhaesPacheco,nandaletro,EscolaDeSaudePublica,,1589813289744,,,,,,EscolaDeSaudePublica/thoughtworks
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589808360349,,,,,,
org.invite_member,victorMagalhaesPacheco,joaopaulobarbosa,EscolaDeSaudePublica,,1589555478971,,,,,,
project.rename,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589556619690,,,,,,
integration_installation.repositories_added,rmadev-master,,EscolaDeSaudePublica,,1589547856735,,,,,,
project.create,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589548066769,,,,,,
protected_branch.update_admin_enforced,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1589923166233,,,,,,
issue_comment.update,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590002304812,,,,,,
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590069864408,,,,,,
issue_comment.update,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590168540869,,,,,,
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590170029338,,,,,,
team.add_member,victorMagalhaesPacheco,carolinapvega,EscolaDeSaudePublica,,1589915115308,,,,,,EscolaDeSaudePublica/thoughtworks
org.add_member,victorMagalhaesPacheco,henrifalves,EscolaDeSaudePublica,,1589898240747,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589898112764,,,,,,
org.add_member,chicaothiago,Adrilene,EscolaDeSaudePublica,,1589978281404,,,,,,
team.add_member,chicaothiago,yasminnvaz,EscolaDeSaudePublica,,1589909576444,,,,,,EscolaDeSaudePublica/thoughtworks
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590782951875,,,,,,
project.update_team_permission,chicaothiago,,EscolaDeSaudePublica,,1588606556752,,,,,,EscolaDeSaudePublica/nutic
org.invite_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,,1588606424312,,,,,,
org.add_member,chicaothiago,PauloHenriqueMaia,EscolaDeSaudePublica,,1588606634835,,,,,,
project.access,uira,,EscolaDeSaudePublica,,1588697038188,,,,,,
team.add_member,victorMagalhaesPacheco,brunoCostaSouza,EscolaDeSaudePublica,,1589550562667,,,,,,EscolaDeSaudePublica/thoughtworks
org.invite_member,Junior-Shyko,,EscolaDeSaudePublica,,1589567877212,,,,,,
project.update_team_permission,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589555555770,,,,,,EscolaDeSaudePublica/telessaude
project.rename,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/RegistroCOVID,1589476405831,,,,,,
project.create,camilaccolares,,EscolaDeSaudePublica,EscolaDeSaudePublica/RegistroCOVID,1588855333965,,,,,,
org.oauth_app_access_approved,wforte88,,EscolaDeSaudePublica,,1589384618064,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589379461718,,,,,,
org.invite_member,victorMagalhaesPacheco,narukaioh,EscolaDeSaudePublica,,1589379419259,,,,,,
org.add_member,chicaothiago,flaviadessoldi,EscolaDeSaudePublica,,1589909476479,,,,,,
team.rename,uira,,EscolaDeSaudePublica,,1590006377097,,,,,,EscolaDeSaudePublica/nit-felicilab
project.update_user_permission,aislansf,KelmaEnf,EscolaDeSaudePublica,,1590002998094,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590170289833,,,,,,
project.update_user_permission,aislansf,IagoFernandes,EscolaDeSaudePublica,,1590443910455,,,,,,
repo.remove_member,chicaothiago,lucasvieira123,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1590498135255,,,,,,
org.add_member,chicaothiago,lauralucca,EscolaDeSaudePublica,,1590514791131,,,,,,
project.update_user_permission,aislansf,KelmaEnf,EscolaDeSaudePublica,,1590439317503,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1588697038972,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/Susi,1588697039159,,,,,,
project.update_org_permission,uira,,EscolaDeSaudePublica,,1588619424282,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589557156415,,,,,,
team.create,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589552495789,,,,,,EscolaDeSaudePublica/telessaude
project.update_user_permission,uira,aislansf,EscolaDeSaudePublica,,1589829599787,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589907621537,,,,,,
project.link,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589922605538,,,,,,
team.add_member,chicaothiago,JossCorrea,EscolaDeSaudePublica,,1589910266169,,,,,,EscolaDeSaudePublica/thoughtworks
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589992793627,,,,,,
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590011937238,,,,,,
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590012098786,,,,,,
issue_comment.update,Adrilene,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590507150716,,,,,,
project.update_user_permission,aislansf,ksouto,EscolaDeSaudePublica,,1590439190728,,,,,,
project.update_team_permission,aislansf,,EscolaDeSaudePublica,,1590439232907,,,,,,EscolaDeSaudePublica/nit-felicilab
project.update_user_permission,aislansf,KelmaSouto,EscolaDeSaudePublica,,1590443872995,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590782931105,,,,,,
project.update_org_permission,uira,,EscolaDeSaudePublica,,1588697037876,,,,,,
org.invite_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,,1588606442710,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/PlataformaTeleSaude,1588619425495,,,,,,
org.add_member,victorMagalhaesPacheco,cairano,EscolaDeSaudePublica,,1589380460968,,,,,,
issue_comment.destroy,victorMagalhaesPacheco,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589229975522,,,,,,
team.add_member,uira,IagoFernandes,EscolaDeSaudePublica,,1589830475000,,,,,,EscolaDeSaudePublica/uece
org.add_member,uira,aislansf,EscolaDeSaudePublica,,1589832475282,,,,,,
team.add_member,victorMagalhaesPacheco,caetanooliveira,EscolaDeSaudePublica,,1589901624463,,,,,,EscolaDeSaudePublica/thoughtworks
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589825800748,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589800992668,,,,,,
integration_installation.create,uira,,EscolaDeSaudePublica,,1589506422190,,,,,,
integration_installation.repositories_added,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589552656445,,,,,,
org.invite_member,victorMagalhaesPacheco,RafaelSG01,EscolaDeSaudePublica,,1589555454631,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1589567527407,,,,,,
org.invite_member,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1589557200521,,,,,,
team.add_repository,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1589921745357,,,,,,EscolaDeSaudePublica/thoughtworks
protected_branch.policy_override,chicaothiago,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1589923054835,,,,,,
org.add_member,victorMagalhaesPacheco,matheuscpl,EscolaDeSaudePublica,,1590168937869,,,,,,
project.rename,uira,,EscolaDeSaudePublica,,1590737297717,,,,,,
project.update_user_permission,aislansf,KelmaSouto,EscolaDeSaudePublica,,1590444588827,,,,,,
repository_image.create,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590888394244,,,,,,
project.update_team_permission,chicaothiago,,EscolaDeSaudePublica,,1588606553445,,,,,,EscolaDeSaudePublica/nutic
project.access,victorMagalhaesPacheco,,EscolaDeSaudePublica,,1588607913850,,,,,,
project.link,uira,,EscolaDeSaudePublica,EscolaDeSaudePublica/SACS,1588697039106,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589550892401,,,,,,
team.add_member,victorMagalhaesPacheco,lemenezes,EscolaDeSaudePublica,,1589380168707,,,,,,EscolaDeSaudePublica/thoughtworks
org.add_member,victorMagalhaesPacheco,amaurymeireles,EscolaDeSaudePublica,,1589393374574,,,,,,
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1590011972355,,,,,,
issue_comment.update,ItaloRod,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589999374150,,,,,,
team.add_member,chicaothiago,Adrilene,EscolaDeSaudePublica,,1589978281650,,,,,,EscolaDeSaudePublica/uece
issue_comment.update,matheuscpl,,EscolaDeSaudePublica,EscolaDeSaudePublica/isus-app,1589980973347,,,,,,
org.add_member,chicaothiago,yasminnvaz,EscolaDeSaudePublica,,1589909576162,,,,,,
issue_comment.update,rmadev-master,,EscolaDeSaudePublica,EscolaDeSaudePublica/Selecoes,1590057409154,,,,,,
project.update_user_permission,aislansf,KelmaSouto,EscolaDeSaudePublica,,1590443879844,,,,,,
issue_comment.update,Adrilene,,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-backend,1590507081472,,,,,,
repo.remove_member,chicaothiago,mauricioholanda1,EscolaDeSaudePublica,EscolaDeSaudePublica/gestao-ventiladores-front,1590498139871,,,,,,
project.update_team_permission,aislansf,,EscolaDeSaudePublica,,1590439236764,,,,,,EscolaDeSaudePublica/nit-felicilab
